index	monomial	coefficient
594	b^2*u^12	-0.00000000000000000e+00
595	b^3*v^11	-0.00000000000000000e+00
596	b^3*u*v^10	0.00000000000000000e+00
597	b^3*u^2*v^9	-0.00000000000000000e+00
598	b^3*u^3*v^8	-0.00000000000000000e+00
599	b^3*u^4*v^7	-0.00000000000000000e+00
600	b^3*u^5*v^6	-0.00000000000000000e+00
601	b^3*u^6*v^5	-0.00000000000000000e+00
602	b^3*u^7*v^4	-0.00000000000000000e+00
603	b^3*u^8*v^3	-0.00000000000000000e+00
604	b^3*u^9*v^2	-0.00000000000000000e+00
605	b^3*u^10*v	-0.00000000000000000e+00
606	b^3*u^11	0.00000000000000000e+00
607	b^4*v^10	-0.00000000000000000e+00
608	b^4*u*v^9	0.00000000000000000e+00
609	b^4*u^2*v^8	-0.00000000000000000e+00
610	b^4*u^3*v^7	-0.00000000000000000e+00
611	b^4*u^4*v^6	-0.00000000000000000e+00
612	b^4*u^5*v^5	-0.00000000000000000e+00
613	b^4*u^6*v^4	-0.00000000000000000e+00
614	b^4*u^7*v^3	-0.00000000000000000e+00
615	b^4*u^8*v^2	-0.00000000000000000e+00
616	b^4*u^9*v	-0.00000000000000000e+00
617	b^4*u^10	0.00000000000000000e+00
618	b^5*v^9	-0.00000000000000000e+00
619	b^5*u*v^8	-0.00000000000000000e+00
620	b^5*u^2*v^7	-0.00000000000000000e+00
621	b^5*u^3*v^6	-0.00000000000000000e+00
622	b^5*u^4*v^5	-0.00000000000000000e+00
623	b^5*u^5*v^4	-0.00000000000000000e+00
624	b^5*u^6*v^3	-0.00000000000000000e+00
625	b^5*u^7*v^2	-0.00000000000000000e+00
626	b^5*u^8*v	-0.00000000000000000e+00
627	b^5*u^9	0.00000000000000000e+00
628	b^6*v^8	-0.00000000000000000e+00
629	b^6*u*v^7	-0.00000000000000000e+00
630	b^6*u^2*v^6	5.95085605054411881e-01
631	b^6*u^3*v^5	-4.40319062166815600e-01
632	b^6*u^4*v^4	3.24083362426492982e+00
633	b^6*u^5*v^3	-6.69518779273023945e-01
634	b^6*u^6*v^2	-2.05668646525177440e-01
635	b^6*u^7*v	0.00000000000000000e+00
636	b^6*u^8	0.00000000000000000e+00
637	b^7*v^7	-0.00000000000000000e+00
638	b^7*u*v^6	-1.81568785643549768e+00
639	b^7*u^2*v^5	-1.65560599056632451e+00
640	b^7*u^3*v^4	-3.05335714936866376e+00
641	b^7*u^4*v^3	-2.64861417293434043e+00
642	b^7*u^5*v^2	-3.68437785391163519e+00
643	b^7*u^6*v	0.00000000000000000e+00
644	b^7*u^7	0.00000000000000000e+00
645	b^8*v^6	5.25723596821068817e+00
646	b^8*u*v^5	5.25442325655728237e-01
647	b^8*u^2*v^4	-6.79714178797819757e-02
648	b^8*u^3*v^3	-1.23079294007717688e+00
649	b^8*u^4*v^2	-3.13949034773391489e+00
650	b^8*u^5*v	-2.36921442878743171e+00
651	b^8*u^6	0.00000000000000000e+00
652	b^9*v^5	5.67831175116068021e+00
653	b^9*u*v^4	1.44799050233265914e+00
654	b^9*u^2*v^3	9.64160551830785806e-02
655	b^9*u^3*v^2	-1.22834391218795913e+00
656	b^9*u^4*v	-1.99691940586808991e+00
657	b^9*u^5	0.00000000000000000e+00
658	b^10*v^4	5.32478181230658798e+00
659	b^10*u*v^3	1.69262802542384372e+00
660	b^10*u^2*v^2	9.30207779605651541e-02
661	b^10*u^3*v	-1.97931266460450694e+00
662	b^10*u^4	-8.24525166662031594e+00
663	b^11*v^3	5.28846813445017805e+00
664	b^11*u*v^2	1.83887059054255175e+00
665	b^11*u^2*v	9.60720789413606335e-03
666	b^11*u^3	-7.17235244274980754e+00
667	b^12*v^2	6.71577161271954637e+00
668	b^12*u*v	2.13295224921966975e+00
669	b^12*u^2	-3.67390904649896921e+00
670	b^13*v	4.09924820585098715e+00
671	b^13*u	-1.26614878888479758e+01
672	b^14	-0.00000000000000000e+00
673	u^3*v^12	-0.00000000000000000e+00
674	u^4*v^11	-0.00000000000000000e+00
675	u^5*v^10	0.00000000000000000e+00
676	u^6*v^9	0.00000000000000000e+00
677	u^7*v^8	-0.00000000000000000e+00
678	u^8*v^7	-0.00000000000000000e+00
679	u^9*v^6	-0.00000000000000000e+00
680	u^10*v^5	0.00000000000000000e+00
681	u^11*v^4	-0.00000000000000000e+00
682	u^12*v^3	0.00000000000000000e+00
683	b*u^2*v^12	-0.00000000000000000e+00
684	b*u^3*v^11	-0.00000000000000000e+00
685	b*u^4*v^10	0.00000000000000000e+00
686	b*u^5*v^9	-0.00000000000000000e+00
687	b*u^6*v^8	-0.00000000000000000e+00
688	b*u^7*v^7	-0.00000000000000000e+00
689	b*u^8*v^6	-0.00000000000000000e+00
690	b*u^9*v^5	0.00000000000000000e+00
691	b*u^10*v^4	-0.00000000000000000e+00
692	b*u^11*v^3	0.00000000000000000e+00
693	b*u^12*v^2	-0.00000000000000000e+00
694	b^2*u*v^12	0.00000000000000000e+00
695	b^2*u^2*v^11	-0.00000000000000000e+00
696	b^2*u^3*v^10	0.00000000000000000e+00
697	b^2*u^4*v^9	0.00000000000000000e+00
698	b^2*u^5*v^8	-0.00000000000000000e+00
699	b^2*u^6*v^7	-0.00000000000000000e+00
700	b^2*u^7*v^6	-0.00000000000000000e+00
701	b^2*u^8*v^5	-0.00000000000000000e+00
702	b^2*u^9*v^4	-0.00000000000000000e+00
703	b^2*u^10*v^3	0.00000000000000000e+00
704	b^2*u^11*v^2	0.00000000000000000e+00
705	b^2*u^12*v	-0.00000000000000000e+00
706	b^3*v^12	-0.00000000000000000e+00
707	b^3*u*v^11	0.00000000000000000e+00
708	b^3*u^2*v^10	-0.00000000000000000e+00
709	b^3*u^3*v^9	-0.00000000000000000e+00
710	b^3*u^4*v^8	-0.00000000000000000e+00
711	b^3*u^5*v^7	-0.00000000000000000e+00
712	b^3*u^6*v^6	-0.00000000000000000e+00
713	b^3*u^7*v^5	-0.00000000000000000e+00
714	b^3*u^8*v^4	-0.00000000000000000e+00
715	b^3*u^9*v^3	-0.00000000000000000e+00
716	b^3*u^10*v^2	0.00000000000000000e+00
717	b^3*u^11*v	0.00000000000000000e+00
718	b^3*u^12	0.00000000000000000e+00
719	b^4*v^11	0.00000000000000000e+00
720	b^4*u*v^10	-0.00000000000000000e+00
721	b^4*u^2*v^9	-0.00000000000000000e+00
722	b^4*u^3*v^8	-0.00000000000000000e+00
723	b^4*u^4*v^7	-0.00000000000000000e+00
724	b^4*u^5*v^6	-0.00000000000000000e+00
725	b^4*u^6*v^5	-0.00000000000000000e+00
726	b^4*u^7*v^4	-0.00000000000000000e+00
727	b^4*u^8*v^3	-0.00000000000000000e+00
728	b^4*u^9*v^2	0.00000000000000000e+00
729	b^4*u^10*v	0.00000000000000000e+00
730	b^4*u^11	-0.00000000000000000e+00
731	b^5*v^10	0.00000000000000000e+00
732	b^5*u*v^9	-0.00000000000000000e+00
733	b^5*u^2*v^8	-0.00000000000000000e+00
734	b^5*u^3*v^7	-0.00000000000000000e+00
735	b^5*u^4*v^6	-0.00000000000000000e+00
736	b^5*u^5*v^5	-0.00000000000000000e+00
737	b^5*u^6*v^4	-0.00000000000000000e+00
738	b^5*u^7*v^3	-0.00000000000000000e+00
739	b^5*u^8*v^2	-0.00000000000000000e+00
740	b^5*u^9*v	0.00000000000000000e+00
741	b^5*u^10	-0.00000000000000000e+00
742	b^6*v^9	0.00000000000000000e+00
743	b^6*u*v^8	-0.00000000000000000e+00
744	b^6*u^2*v^7	-0.00000000000000000e+00
745	b^6*u^3*v^6	6.82962751015833369e-01
746	b^6*u^4*v^5	-2.49037489702431092e+00
747	b^6*u^5*v^4	-4.48919625965940539e-01
748	b^6*u^6*v^3	2.31349428454607459e-01
749	b^6*u^7*v^2	-0.00000000000000000e+00
750	b^6*u^8*v	-0.00000000000000000e+00
751	b^6*u^9	-0.00000000000000000e+00
752	b^7*v^8	-0.00000000000000000e+00
753	b^7*u*v^7	-0.00000000000000000e+00
754	b^7*u^2*v^6	1.25195797949409549e-01
755	b^7*u^3*v^5	1.33627422146954955e+00
756	b^7*u^4*v^4	-1.15524925185729233e+00
757	b^7*u^5*v^3	-5.01771611036156195e-01
758	b^7*u^6*v^2	6.95794635689979790e-01
759	b^7*u^7*v	0.00000000000000000e+00
760	b^7*u^8	0.00000000000000000e+00
761	b^8*v^7	1.48769589201799002e-02
762	b^8*u*v^6	4.04348397421109773e+00
763	b^8*u^2*v^5	1.49050953818348542e+00
764	b^8*u^3*v^4	-1.79683539087557270e-01
765	b^8*u^4*v^3	-2.40322138255391976e-01
766	b^8*u^5*v^2	-2.22397225822043287e+00
767	b^8*u^6*v	8.44318205807129196e+00
768	b^8*u^7	0.00000000000000000e+00
769	b^9*v^6	7.97513515684595742e+00
770	b^9*u*v^5	3.14901317363381317e+00
771	b^9*u^2*v^4	1.32557473309484197e+00
772	b^9*u^3*v^3	4.44467874197387369e-01
773	b^9*u^4*v^2	-7.83205211226393971e-01
774	b^9*u^5*v	-3.01992140239442186e+00
775	b^9*u^6	0.00000000000000000e+00
776	b^10*v^5	6.67735751371241282e+00
777	b^10*u*v^4	2.56805851238712002e+00
778	b^10*u^2*v^3	8.88655768474843177e-01
779	b^10*u^3*v^2	-2.73824815921480225e-01
780	b^10*u^4*v	-2.29821888669622609e+00
781	b^10*u^5	0.00000000000000000e+00
782	b^11*v^4	5.94776122627946702e+00
783	b^11*u*v^3	2.32248734667172796e+00
784	b^11*u^2*v^2	6.68465532965097586e-01
785	b^11*u^3*v	-3.25530014898854247e-01
786	b^11*u^4	-5.18622400414667606e+00
787	b^12*v^3	5.73102123125527996e+00
788	b^12*u*v^2	2.53207002663031089e+00
789	b^12*u^2*v	1.05504984954353431e+00
790	b^12*u^3	-3.71198148421442697e+00
791	b^13*v^2	5.60425768229879573e+00
792	b^13*u*v	1.45850769430058680e+00
793	b^13*u^2	-3.57057034622782643e+00
794	b^14*v	1.35008239456067769e-01
795	b^14*u	5.20746161846143529e-01
796	b^15	-0.00000000000000000e+00
797	u^4*v^12	-0.00000000000000000e+00
798	u^5*v^11	-0.00000000000000000e+00
799	u^6*v^10	-0.00000000000000000e+00
800	u^7*v^9	-0.00000000000000000e+00
801	u^8*v^8	-0.00000000000000000e+00
802	u^9*v^7	-0.00000000000000000e+00
803	u^10*v^6	0.00000000000000000e+00
804	u^11*v^5	-0.00000000000000000e+00
805	u^12*v^4	0.00000000000000000e+00
806	b*u^3*v^12	-0.00000000000000000e+00
807	b*u^4*v^11	-0.00000000000000000e+00
808	b*u^5*v^10	-0.00000000000000000e+00
809	b*u^6*v^9	0.00000000000000000e+00
810	b*u^7*v^8	0.00000000000000000e+00
811	b*u^8*v^7	-0.00000000000000000e+00
812	b*u^9*v^6	0.00000000000000000e+00
813	b*u^10*v^5	-0.00000000000000000e+00
814	b*u^11*v^4	0.00000000000000000e+00
815	b*u^12*v^3	-0.00000000000000000e+00
816	b^2*u^2*v^12	-0.00000000000000000e+00
817	b^2*u^3*v^11	0.00000000000000000e+00
818	b^2*u^4*v^10	0.00000000000000000e+00
819	b^2*u^5*v^9	-0.00000000000000000e+00
820	b^2*u^6*v^8	-0.00000000000000000e+00
821	b^2*u^7*v^7	-0.00000000000000000e+00
822	b^2*u^8*v^6	-0.00000000000000000e+00
823	b^2*u^9*v^5	-0.00000000000000000e+00
824	b^2*u^10*v^4	0.00000000000000000e+00
825	b^2*u^11*v^3	0.00000000000000000e+00
826	b^2*u^12*v^2	-0.00000000000000000e+00
827	b^3*u*v^12	-0.00000000000000000e+00
828	b^3*u^2*v^11	0.00000000000000000e+00
829	b^3*u^3*v^10	0.00000000000000000e+00
830	b^3*u^4*v^9	0.00000000000000000e+00
831	b^3*u^5*v^8	-0.00000000000000000e+00
832	b^3*u^6*v^7	-0.00000000000000000e+00
833	b^3*u^7*v^6	-0.00000000000000000e+00
834	b^3*u^8*v^5	-0.00000000000000000e+00
835	b^3*u^9*v^4	-0.00000000000000000e+00
836	b^3*u^10*v^3	0.00000000000000000e+00
837	b^3*u^11*v^2	-0.00000000000000000e+00
838	b^3*u^12*v	0.00000000000000000e+00
839	b^4*v^12	-0.00000000000000000e+00
840	b^4*u*v^11	0.00000000000000000e+00
841	b^4*u^2*v^10	0.00000000000000000e+00
842	b^4*u^3*v^9	0.00000000000000000e+00
843	b^4*u^4*v^8	-0.00000000000000000e+00
844	b^4*u^5*v^7	-0.00000000000000000e+00
845	b^4*u^6*v^6	-0.00000000000000000e+00
846	b^4*u^7*v^5	-0.00000000000000000e+00
847	b^4*u^8*v^4	-0.00000000000000000e+00
848	b^4*u^9*v^3	0.00000000000000000e+00
849	b^4*u^10*v^2	0.00000000000000000e+00
850	b^4*u^11*v	-0.00000000000000000e+00
851	b^4*u^12	-0.00000000000000000e+00
852	b^5*v^11	-0.00000000000000000e+00
853	b^5*u*v^10	-0.00000000000000000e+00
854	b^5*u^2*v^9	0.00000000000000000e+00
855	b^5*u^3*v^8	-0.00000000000000000e+00
856	b^5*u^4*v^7	-0.00000000000000000e+00
857	b^5*u^5*v^6	-0.00000000000000000e+00
858	b^5*u^6*v^5	-0.00000000000000000e+00
859	b^5*u^7*v^4	-0.00000000000000000e+00
860	b^5*u^8*v^3	-0.00000000000000000e+00
861	b^5*u^9*v^2	0.00000000000000000e+00
862	b^5*u^10*v	-0.00000000000000000e+00
863	b^5*u^11	-0.00000000000000000e+00
864	b^6*v^10	-0.00000000000000000e+00
865	b^6*u*v^9	0.00000000000000000e+00
866	b^6*u^2*v^8	-0.00000000000000000e+00
867	b^6*u^3*v^7	-0.00000000000000000e+00
868	b^6*u^4*v^6	-1.03192276139828021e+00
869	b^6*u^5*v^5	-1.41362932772614802e+00
870	b^6*u^6*v^4	5.28579892738164359e-02
871	b^6*u^7*v^3	-0.00000000000000000e+00
872	b^6*u^8*v^2	-0.00000000000000000e+00
873	b^6*u^9*v	0.00000000000000000e+00
874	b^6*u^10	-0.00000000000000000e+00
875	b^7*v^9	-0.00000000000000000e+00
876	b^7*u*v^8	-0.00000000000000000e+00
877	b^7*u^2*v^7	-0.00000000000000000e+00
878	b^7*u^3*v^6	2.13107118699038933e+00
879	b^7*u^4*v^5	3.16722963337371111e+00
880	b^7*u^5*v^4	2.30842833903861822e+00
881	b^7*u^6*v^3	1.06723611845205646e+00
882	b^7*u^7*v^2	-0.00000000000000000e+00
883	b^7*u^8*v	-0.00000000000000000e+00
884	b^7*u^9	-0.00000000000000000e+00
885	b^8*v^8	-7.08753364318412686e-04
886	b^8*u*v^7	9.15470029732425722e-03
887	b^8*u^2*v^6	3.23696478251301434e+00
888	b^8*u^3*v^5	2.91905942491370052e+00
889	b^8*u^4*v^4	1.45439012053826566e+00
890	b^8*u^5*v^3	-6.76420519314982260e-01
891	b^8*u^6*v^2	5.56266760673654215e-01
892	b^8*u^7*v	0.00000000000000000e+00
893	b^8*u^8	0.00000000000000000e+00
894	b^9*v^7	7.47849093276857363e-02
895	b^9*u*v^6	2.81539602636318298e+00
896	b^9*u^2*v^5	2.01446537219209665e+00
897	b^9*u^3*v^4	9.04655133516221621e-01
898	b^9*u^4*v^3	-6.48292065167612286e-01
899	b^9*u^5*v^2	-2.39115146310450255e+00
900	b^9*u^6*v	-4.48366139972530764e+00
901	b^9*u^7	0.00000000000000000e+00
902	b^10*v^6	6.51209661841641463e+00
903	b^10*u*v^5	2.68792092256137050e+00
904	b^10*u^2*v^4	1.43874126052822371e+00
905	b^10*u^3*v^3	3.27298009577540794e-01
906	b^10*u^4*v^2	-7.85852024897678469e-01
907	b^10*u^5*v	-3.91209501495990919e+00
908	b^10*u^6	0.00000000000000000e+00
909	b^11*v^5	5.97151939022461598e+00
910	b^11*u*v^4	2.47828771255044256e+00
911	b^11*u^2*v^3	1.29391073089466380e+00
912	b^11*u^3*v^2	1.09575094401604040e-01
913	b^11*u^4*v	-1.96494517284051717e+00
914	b^11*u^5	0.00000000000000000e+00
915	b^12*v^4	5.50596815905754333e+00
916	b^12*u*v^3	2.24289923478003050e+00
917	b^12*u^2*v^2	8.68875127708949702e-01
918	b^12*u^3*v	-6.63639461197878866e-01
919	b^12*u^4	-5.52433460686267885e+00
920	b^13*v^3	5.56450494017946973e+00
921	b^13*u*v^2	2.47626461491393535e+00
922	b^13*u^2*v	7.70744611203023955e-01
923	b^13*u^3	-3.79709736072523096e+00
924	b^14*v^2	4.84123000971295614e+00
925	b^14*u*v	2.04378270539698947e+00
926	b^14*u^2	-2.54753529274650603e+00
927	b^15*v	1.73233690225264467e-06
928	b^15*u	2.43101957226890199e-06
929	b^16	0.00000000000000000e+00
930	u^5*v^12	-0.00000000000000000e+00
931	u^6*v^11	0.00000000000000000e+00
932	u^7*v^10	0.00000000000000000e+00
933	u^8*v^9	0.00000000000000000e+00
934	u^9*v^8	0.00000000000000000e+00
935	u^10*v^7	0.00000000000000000e+00
936	u^11*v^6	-0.00000000000000000e+00
937	u^12*v^5	0.00000000000000000e+00
938	b*u^4*v^12	-0.00000000000000000e+00
939	b*u^5*v^11	0.00000000000000000e+00
940	b*u^6*v^10	0.00000000000000000e+00
941	b*u^7*v^9	0.00000000000000000e+00
942	b*u^8*v^8	0.00000000000000000e+00
943	b*u^9*v^7	0.00000000000000000e+00
944	b*u^10*v^6	0.00000000000000000e+00
945	b*u^11*v^5	0.00000000000000000e+00
946	b*u^12*v^4	0.00000000000000000e+00
947	b^2*u^3*v^12	-0.00000000000000000e+00
948	b^2*u^4*v^11	0.00000000000000000e+00
949	b^2*u^5*v^10	0.00000000000000000e+00
950	b^2*u^6*v^9	0.00000000000000000e+00
951	b^2*u^7*v^8	-0.00000000000000000e+00
952	b^2*u^8*v^7	-0.00000000000000000e+00
953	b^2*u^9*v^6	-0.00000000000000000e+00
954	b^2*u^10*v^5	-0.00000000000000000e+00
955	b^2*u^11*v^4	0.00000000000000000e+00
956	b^2*u^12*v^3	0.00000000000000000e+00
957	b^3*u^2*v^12	-0.00000000000000000e+00
958	b^3*u^3*v^11	-0.00000000000000000e+00
959	b^3*u^4*v^10	-0.00000000000000000e+00
960	b^3*u^5*v^9	-0.00000000000000000e+00
961	b^3*u^6*v^8	-0.00000000000000000e+00
962	b^3*u^7*v^7	-0.00000000000000000e+00
963	b^3*u^8*v^6	-0.00000000000000000e+00
964	b^3*u^9*v^5	-0.00000000000000000e+00
965	b^3*u^10*v^4	0.00000000000000000e+00
966	b^3*u^11*v^3	-0.00000000000000000e+00
967	b^3*u^12*v^2	0.00000000000000000e+00
968	b^4*u*v^12	-0.00000000000000000e+00
969	b^4*u^2*v^11	0.00000000000000000e+00
970	b^4*u^3*v^10	0.00000000000000000e+00
971	b^4*u^4*v^9	0.00000000000000000e+00
972	b^4*u^5*v^8	-0.00000000000000000e+00
973	b^4*u^6*v^7	-0.00000000000000000e+00
974	b^4*u^7*v^6	-0.00000000000000000e+00
975	b^4*u^8*v^5	-0.00000000000000000e+00
976	b^4*u^9*v^4	-0.00000000000000000e+00
977	b^4*u^10*v^3	0.00000000000000000e+00
978	b^4*u^11*v^2	0.00000000000000000e+00
979	b^4*u^12*v	0.00000000000000000e+00
980	b^5*v^12	-0.00000000000000000e+00
981	b^5*u*v^11	0.00000000000000000e+00
982	b^5*u^2*v^10	0.00000000000000000e+00
983	b^5*u^3*v^9	0.00000000000000000e+00
984	b^5*u^4*v^8	-0.00000000000000000e+00
985	b^5*u^5*v^7	-0.00000000000000000e+00
986	b^5*u^6*v^6	-0.00000000000000000e+00
987	b^5*u^7*v^5	-0.00000000000000000e+00
988	b^5*u^8*v^4	-0.00000000000000000e+00
989	b^5*u^9*v^3	0.00000000000000000e+00
990	b^5*u^10*v^2	-0.00000000000000000e+00
991	b^5*u^11*v	-0.00000000000000000e+00
992	b^5*u^12	0.00000000000000000e+00
993	b^6*v^11	-0.00000000000000000e+00
994	b^6*u*v^10	0.00000000000000000e+00
995	b^6*u^2*v^9	0.00000000000000000e+00
996	b^6*u^3*v^8	-0.00000000000000000e+00
997	b^6*u^4*v^7	-0.00000000000000000e+00
998	b^6*u^5*v^6	1.83801222868555669e+00
999	b^6*u^6*v^5	6.14342544164211857e-01
1000	b^6*u^7*v^4	-0.00000000000000000e+00
1001	b^6*u^8*v^3	-0.00000000000000000e+00
1002	b^6*u^9*v^2	0.00000000000000000e+00
1003	b^6*u^10*v	0.00000000000000000e+00
1004	b^6*u^11	0.00000000000000000e+00
1005	b^7*v^10	-0.00000000000000000e+00
1006	b^7*u*v^9	0.00000000000000000e+00
1007	b^7*u^2*v^8	-0.00000000000000000e+00
1008	b^7*u^3*v^7	-0.00000000000000000e+00
1009	b^7*u^4*v^6	4.54566554613141083e+00
1010	b^7*u^5*v^5	5.65791298143788790e+00
1011	b^7*u^6*v^4	3.46345308331207491e+00
1012	b^7*u^7*v^3	-0.00000000000000000e+00
1013	b^7*u^8*v^2	-0.00000000000000000e+00
1014	b^7*u^9*v	-0.00000000000000000e+00
1015	b^7*u^10	0.00000000000000000e+00
1016	b^8*v^9	-0.00000000000000000e+00
1017	b^8*u*v^8	1.44493386120118244e-03
1018	b^8*u^2*v^7	5.79033159291728484e-03
1019	b^8*u^3*v^6	3.83747479879834641e+00
1020	b^8*u^4*v^5	2.38630087335508190e+00
1021	b^8*u^5*v^4	1.65205560569466781e+00
1022	b^8*u^6*v^3	-2.13308385526303185e-01
1023	b^8*u^7*v^2	0.00000000000000000e+00
1024	b^8*u^8*v	-0.00000000000000000e+00
1025	b^8*u^9	0.00000000000000000e+00
1026	b^9*v^8	-4.93493448019910247e-04
1027	b^9*u*v^7	6.75832287139024185e-02
1028	b^9*u^2*v^6	2.25706414560704127e+00
1029	b^9*u^3*v^5	7.73998433122357166e-01
1030	b^9*u^4*v^4	-4.56884055728567828e-01
1031	b^9*u^5*v^3	-1.40450637458802841e+00
1032	b^9*u^6*v^2	-2.53672956002854733e+00
1033	b^9*u^7*v	-0.00000000000000000e+00
1034	b^9*u^8	0.00000000000000000e+00
1035	b^10*v^7	1.00736955020610794e-01
1036	b^10*u*v^6	2.29008443732821343e+00
1037	b^10*u^2*v^5	7.78918333213280301e-01
1038	b^10*u^3*v^4	-3.76536490464015883e-01
1039	b^10*u^4*v^3	-1.85924938743936741e+00
1040	b^10*u^5*v^2	-2.91203239906698697e+00
1041	b^10*u^6*v	-4.19647064094128441e-01
1042	b^10*u^7	0.00000000000000000e+00
1043	b^11*v^6	5.12813201709301048e+00
1044	b^11*u*v^5	1.92897110245175463e+00
1045	b^11*u^2*v^4	5.69764655036831269e-01
1046	b^11*u^3*v^3	-8.76157038638462282e-01
1047	b^11*u^4*v^2	-2.21874121506183908e+00
1048	b^11*u^5*v	-4.13975886838949148e+00
1049	b^11*u^6	0.00000000000000000e+00
1050	b^12*v^5	5.35984315566175695e+00
1051	b^12*u*v^4	2.32136729691692034e+00
1052	b^12*u^2*v^3	8.77979390333030185e-01
1053	b^12*u^3*v^2	-5.24139948229669250e-01
1054	b^12*u^4*v	-2.01325744858239553e+00
1055	b^12*u^5	-8.36043312183561760e+00
1056	b^13*v^4	5.30894882455576766e+00
1057	b^13*u*v^3	2.16318547758804325e+00
1058	b^13*u^2*v^2	8.84173469745283436e-01
1059	b^13*u^3*v	-3.22519595143210880e-01
1060	b^13*u^4	-4.31359708645545314e+00
1061	b^14*v^3	4.59921225910849518e+00
1062	b^14*u*v^2	1.54728379033230357e+00
1063	b^14*u^2*v	-2.02942183309401031e-01
1064	b^14*u^3	-3.63192816399980067e+00
1065	b^15*v^2	-8.77929084004623259e-03
1066	b^15*u*v	-8.55208213721320339e-03
1067	b^15*u^2	-3.96811112242321812e-03
1068	b^16*v	0.00000000000000000e+00
1069	b^16*u	0.00000000000000000e+00
1070	b^17	0.00000000000000000e+00
1071	u^6*v^12	0.00000000000000000e+00
1072	u^7*v^11	-0.00000000000000000e+00
1073	u^8*v^10	-0.00000000000000000e+00
1074	u^9*v^9	-0.00000000000000000e+00
1075	u^10*v^8	0.00000000000000000e+00
1076	u^11*v^7	0.00000000000000000e+00
1077	u^12*v^6	-0.00000000000000000e+00
1078	b*u^5*v^12	0.00000000000000000e+00
1079	b*u^6*v^11	-0.00000000000000000e+00
1080	b*u^7*v^10	-0.00000000000000000e+00
1081	b*u^8*v^9	-0.00000000000000000e+00
1082	b*u^9*v^8	-0.00000000000000000e+00
1083	b*u^10*v^7	-0.00000000000000000e+00
1084	b*u^11*v^6	0.00000000000000000e+00
1085	b*u^12*v^5	-0.00000000000000000e+00
1086	b^2*u^4*v^12	0.00000000000000000e+00
1087	b^2*u^5*v^11	-0.00000000000000000e+00
1088	b^2*u^6*v^10	-0.00000000000000000e+00
1089	b^2*u^7*v^9	-0.00000000000000000e+00
1090	b^2*u^8*v^8	-0.00000000000000000e+00
1091	b^2*u^9*v^7	-0.00000000000000000e+00
1092	b^2*u^10*v^6	-0.00000000000000000e+00
1093	b^2*u^11*v^5	0.00000000000000000e+00
1094	b^2*u^12*v^4	-0.00000000000000000e+00
1095	b^3*u^3*v^12	0.00000000000000000e+00
1096	b^3*u^4*v^11	-0.00000000000000000e+00
1097	b^3*u^5*v^10	0.00000000000000000e+00
1098	b^3*u^6*v^9	0.00000000000000000e+00
1099	b^3*u^7*v^8	0.00000000000000000e+00
1100	b^3*u^8*v^7	0.00000000000000000e+00
1101	b^3*u^9*v^6	0.00000000000000000e+00
1102	b^3*u^10*v^5	0.00000000000000000e+00
1103	b^3*u^11*v^4	0.00000000000000000e+00
1104	b^3*u^12*v^3	-0.00000000000000000e+00
1105	b^4*u^2*v^12	0.00000000000000000e+00
1106	b^4*u^3*v^11	-0.00000000000000000e+00
1107	b^4*u^4*v^10	-0.00000000000000000e+00
1108	b^4*u^5*v^9	-0.00000000000000000e+00
1109	b^4*u^6*v^8	-0.00000000000000000e+00
1110	b^4*u^7*v^7	-0.00000000000000000e+00
1111	b^4*u^8*v^6	-0.00000000000000000e+00
1112	b^4*u^9*v^5	-0.00000000000000000e+00
1113	b^4*u^10*v^4	-0.00000000000000000e+00
1114	b^4*u^11*v^3	0.00000000000000000e+00
1115	b^4*u^12*v^2	-0.00000000000000000e+00
1116	b^5*u*v^12	0.00000000000000000e+00
1117	b^5*u^2*v^11	-0.00000000000000000e+00
1118	b^5*u^3*v^10	0.00000000000000000e+00
1119	b^5*u^4*v^9	0.00000000000000000e+00
1120	b^5*u^5*v^8	0.00000000000000000e+00
1121	b^5*u^6*v^7	0.00000000000000000e+00
1122	b^5*u^7*v^6	0.00000000000000000e+00
1123	b^5*u^8*v^5	0.00000000000000000e+00
1124	b^5*u^9*v^4	-0.00000000000000000e+00
1125	b^5*u^10*v^3	0.00000000000000000e+00
1126	b^5*u^11*v^2	0.00000000000000000e+00
1127	b^5*u^12*v	-0.00000000000000000e+00
1128	b^6*v^12	0.00000000000000000e+00
1129	b^6*u*v^11	-0.00000000000000000e+00
1130	b^6*u^2*v^10	0.00000000000000000e+00
1131	b^6*u^3*v^9	0.00000000000000000e+00
1132	b^6*u^4*v^8	0.00000000000000000e+00
1133	b^6*u^5*v^7	0.00000000000000000e+00
1134	b^6*u^6*v^6	-3.67879085909950356e-05
1135	b^6*u^7*v^5	0.00000000000000000e+00
1136	b^6*u^8*v^4	0.00000000000000000e+00
1137	b^6*u^9*v^3	0.00000000000000000e+00
1138	b^6*u^10*v^2	0.00000000000000000e+00
1139	b^6*u^11*v	0.00000000000000000e+00
1140	b^6*u^12	-0.00000000000000000e+00
1141	b^7*v^11	0.00000000000000000e+00
1142	b^7*u*v^10	-0.00000000000000000e+00
1143	b^7*u^2*v^9	0.00000000000000000e+00
1144	b^7*u^3*v^8	-0.00000000000000000e+00
1145	b^7*u^4*v^7	-0.00000000000000000e+00
1146	b^7*u^5*v^6	2.57975152949173081e+00
